2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:39,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:40,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,4 fingers
2025-06-26 17:38:41,Victory
2025-06-26 17:39:00,Thumbs Up
2025-06-26 17:39:09,Fist
2025-06-26 17:39:32,Open Palm
2025-06-26 17:43:43,Victory
2025-06-26 17:44:37,Victory
2025-06-26 17:44:39,Victory
2025-06-26 17:44:55,1 fingers
2025-06-26 17:44:55,Victory
2025-06-26 17:44:59,1 fingers
2025-06-26 17:44:59,Victory
2025-06-26 17:45:07,Victory
2025-06-26 17:45:16,Fist
2025-06-26 17:45:26,Open Palm
2025-06-26 17:45:46,1 fingers
2025-06-26 17:45:46,4 fingers
2025-06-26 17:45:46,4 fingers
2025-06-26 17:45:46,4 fingers
2025-06-26 17:45:46,4 fingers
2025-06-26 17:45:46,4 fingers
2025-06-26 17:45:46,4 fingers
2025-06-26 17:45:47,4 fingers
2025-06-26 17:45:47,4 fingers
2025-06-26 17:45:47,4 fingers
2025-06-26 17:45:47,4 fingers
2025-06-26 17:45:47,1 fingers
2025-06-26 17:45:47,Victory
2025-06-26 17:46:03,1 fingers
2025-06-26 17:46:03,Fist
2025-06-26 17:47:01,Open Palm
2025-06-26 17:47:06,4 fingers
2025-06-26 17:47:06,Open Palm
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:09,4 fingers
2025-06-26 17:47:12,Fist
2025-06-26 17:51:36,Fist [BRAIN: active]
2025-06-26 17:51:47,Victory [BRAIN: active]
2025-06-26 17:52:10,Fist [BRAIN: active]
2025-06-26 17:52:19,Fist [BRAIN: active]
2025-06-26 17:52:24,Thumbs Up [BRAIN: active]
2025-06-26 17:54:05,Open Palm [BRAIN: active]
2025-06-26 17:58:57,Fist [BRAIN: active]
2025-06-26 17:59:07,Thumbs Up [BRAIN: active]
2025-06-26 17:59:16,Victory [BRAIN: active]
2025-06-26 17:59:19,Thumbs Up [BRAIN: active]
2025-06-26 20:06:29,Fist [BRAIN: active]
2025-06-26 20:06:39,Thumbs Up [BRAIN: active]
2025-06-26 20:07:23,Fist [BRAIN: active]
2025-06-26 20:08:23,Thumbs Up [BRAIN: active]
2025-06-26 20:08:28,Thumbs Up [BRAIN: active]
2025-06-26 20:08:39,Thumbs Up [BRAIN: active]
2025-06-26 20:08:45,Fist [BRAIN: active]
2025-06-26 20:09:01,Fist [BRAIN: active]
2025-06-26 20:09:19,Thumbs Up [BRAIN: active]
2025-06-26 20:13:25,Thumbs Up [BRAIN: active]
2025-06-26 20:13:33,Fist [BRAIN: active]
2025-06-26 20:14:09,Fist [BRAIN: active]
2025-06-26 20:17:05,Thumbs Up [BRAIN: active]
2025-06-26 20:17:12,Fist [BRAIN: active]
2025-06-26 20:17:25,Fist [BRAIN: active]
2025-06-26 20:21:42,Thumbs Up [BRAIN: active]
2025-06-26 20:21:57,Victory [BRAIN: active]
2025-06-27 11:03:55,Thumbs Up [BRAIN: active]
2025-06-27 11:04:35,Thumbs Up [BRAIN: active]
2025-06-27 11:05:19,Thumbs Up [BRAIN: active]
2025-06-27 11:07:55,Thumbs Up [BRAIN: active]
2025-06-27 11:08:18,Thumbs Up [BRAIN: active]
2025-06-27 11:10:31,Thumbs Up [BRAIN: active]
2025-06-27 11:10:41,Thumbs Up [BRAIN: active]
2025-06-27 11:10:51,Thumbs Up [BRAIN: active]
2025-06-27 11:10:59,Victory [BRAIN: active]
2025-06-27 11:11:03,Victory [BRAIN: active]
2025-06-27 11:11:06,Victory [BRAIN: active]
2025-06-27 11:11:31,Thumbs Up [BRAIN: active]
2025-06-27 11:11:36,Thumbs Up [BRAIN: active]
2025-06-27 11:11:39,Victory [BRAIN: active]
2025-06-27 11:11:42,Victory [BRAIN: active]
2025-06-27 11:11:55,Victory [BRAIN: active]
2025-06-27 11:15:48,Victory [BRAIN: active]
2025-06-27 11:15:52,Victory [BRAIN: active]
2025-06-27 11:15:57,Thumbs Up [BRAIN: active]
2025-06-27 11:16:01,Thumbs Up [BRAIN: active]
2025-06-27 11:16:04,Thumbs Up [BRAIN: active]
2025-06-27 11:16:15,Thumbs Up [BRAIN: active]
2025-06-27 11:16:18,Thumbs Up [BRAIN: active]
2025-06-27 11:16:24,Victory [BRAIN: active]
2025-06-27 11:16:30,Victory [BRAIN: active]
2025-06-27 11:20:29,Thumbs Up [BRAIN: active]
2025-06-27 11:20:34,Thumbs Up [BRAIN: active]
2025-06-27 11:20:37,Thumbs Up [BRAIN: active]
2025-06-27 11:20:39,Thumbs Up [BRAIN: active]
2025-06-27 11:20:49,Thumbs Up [BRAIN: active]
2025-06-27 11:21:06,Thumbs Up [BRAIN: active]
2025-06-27 11:40:00,Thumbs Up [BRAIN: active]
2025-06-27 11:40:10,Thumbs Up [BRAIN: active]
2025-06-27 11:40:17,Thumbs Up [BRAIN: active]
